268 Thu Sep 25 11:52:31 EDT 2014 QUEUE_NAME PRIO STATUS MAX JL/U JL/P JL/H NJOBS PEND RUN SUSP
290 Fri Oct 17 16:13:04 EDT 2014 igsa 50 Open:Active - 3 - 3 0 0 0 0
290 Fri Oct 17 16:13:04 EDT 2014 priority 50 Open:Active - 10 - 1 83 46 37 0
290 Fri Oct 17 16:13:04 EDT 2014 gpu 50 Open:Active - - - - 0 0 0 0
290 Fri Oct 17 16:13:04 EDT 2014 genepattern 40 Open:Active - - - - 31 13 18 0
290 Fri Oct 17 16:13:04 EDT 2014 gsa 35 Open:Active - - - - 5195 4527 605 63
290 Fri Oct 17 16:13:04 EDT 2014 neurolab 35 Open:Active - - - - 76 0 76 0
290 Fri Oct 17 16:13:04 EDT 2014 regevlab 35 Open:Active - 80 - - 285 126 159 0
290 Fri Oct 17 16:13:04 EDT 2014 birdseed 35 Open:Active - - - 10 0 0 0 0
290 Fri Oct 17 16:13:04 EDT 2014 rnai 35 Open:Active - - - 10 0 0 0 0
290 Fri Oct 17 16:13:04 EDT 2014 iweek 31 Open:Active - 5 - 10 0 0 0 0
290 Fri Oct 17 16:13:04 EDT 2014 short 31 Open:Active - 50 - 1 0 0 0 0
290 Fri Oct 17 16:13:04 EDT 2014 webannotblast 31 Open:Active - - 1 - 0 0 0 0
290 Fri Oct 17 16:13:04 EDT 2014 hour 30 Open:Active - 500 - - 14852 14593 251 8
290 Fri Oct 17 16:13:04 EDT 2014 week 30 Open:Active - 300 - - 72433 71465 965 3
290 Fri Oct 17 16:13:04 EDT 2014 broad 30 Open:Inact - 572 - 10 0 0 0 0
290 Fri Oct 17 16:13:04 EDT 2014 flower 30 Open:Active - 10 - - 0 0 0 0
290 Fri Oct 17 16:13:04 EDT 2014 forest 30 Open:Active - 100 - - 16 0 16 0
290 Fri Oct 17 16:13:04 EDT 2014 bhour 25 Open:Active - 200 - - 543 528 12 3
290 Fri Oct 17 16:13:04 EDT 2014 compbio-week 25 Open:Active - 1040 - - 374 6 368 0
290 Fri Oct 17 16:13:04 EDT 2014 bweek 20 Open:Active - 40 - - 203 203 0 0
290 Fri Oct 17 16:13:04 EDT 2014 preview 15 Open:Active - - - 10 0 0 0 0
290 Fri Oct 17 16:13:04 EDT 2014 interactive 10 Open:Active - 3 - - 117 1 116 0
290 Fri Oct 17 16:13:04 EDT 2014 forever 10 Open:Active - - - - 0 0 0 0
290 Fri Oct 17 16:13:04 EDT 2014 sas 10 Open:Active - 6 - - 0 0 0 0
290 Fri Oct 17 17:03:38 EDT 2014 QUEUE_NAME PRIO STATUS MAX JL/U JL/P JL/H NJOBS PEND RUN SUSP
290 Fri Oct 17 17:03:38 EDT 2014 admin 100 Open:Active - - - 1 0 0 0 0
290 Fri Oct 17 17:03:38 EDT 2014 overtime 50 Closed:Active - 0 - - 0 0 0 0
290 Fri Oct 17 17:03:38 EDT 2014 care 50 Open:Active - - - - 0 0 0 0
290 Fri Oct 17 17:03:38 EDT 2014 igsa 50 Open:Active - 3 - 3 0 0 0 0
290 Fri Oct 17 17:03:38 EDT 2014 priority 50 Open:Active - 10 - 1 124 75 49 0
290 Fri Oct 17 17:03:38 EDT 2014 gpu 50 Open:Active - - - - 0 0 0 0
290 Fri Oct 17 17:03:38 EDT 2014 genepattern 40 Open:Active - - - - 33 14 19 0
290 Fri Oct 17 17:03:38 EDT 2014 gsa 35 Open:Active - - - - 5201 4529 609 63
290 Fri Oct 17 17:03:38 EDT 2014 neurolab 35 Open:Active - - - - 76 0 76 0
290 Fri Oct 17 17:03:38 EDT 2014 regevlab 35 Open:Active - 80 - - 396 235 161 0
290 Fri Oct 17 17:03:38 EDT 2014 birdseed 35 Open:Active - - - 10 0 0 0 0
290 Fri Oct 17 17:03:38 EDT 2014 rnai 35 Open:Active - - - 10 0 0 0 0
290 Fri Oct 17 17:03:38 EDT 2014 iweek 31 Open:Active - 5 - 10 0 0 0 0
290 Fri Oct 17 17:03:38 EDT 2014 short 31 Open:Active - 50 - 1 0 0 0 0
290 Fri Oct 17 17:03:38 EDT 2014 webannotblast 31 Open:Active - - 1 - 0 0 0 0
290 Fri Oct 17 17:03:38 EDT 2014 hour 30 Open:Active - 500 - - 26947 26580 359 8
290 Fri Oct 17 17:03:38 EDT 2014 week 30 Open:Active - 300 - - 72055 71185 866 4
290 Fri Oct 17 17:03:38 EDT 2014 broad 30 Open:Inact - 572 - 10 0 0 0 0
290 Fri Oct 17 17:03:38 EDT 2014 flower 30 Open:Active - 10 - - 0 0 0 0
290 Fri Oct 17 17:03:38 EDT 2014 forest 30 Open:Active - 100 - - 16 0 16 0
290 Fri Oct 17 17:03:38 EDT 2014 bhour 25 Open:Active - 200 - - 539 528 8 3
290 Fri Oct 17 17:03:38 EDT 2014 compbio-week 25 Open:Active - 1040 - - 357 6 351 0
290 Fri Oct 17 17:03:38 EDT 2014 bweek 20 Open:Active - 40 - - 195 195 0 0
290 Fri Oct 17 17:03:38 EDT 2014 preview 15 Open:Active - - - 10 0 0 0 0
290 Fri Oct 17 17:03:38 EDT 2014 interactive 10 Open:Active - 3 - - 122 1 121 0
290 Fri Oct 17 17:03:38 EDT 2014 forever 10 Open:Active - - - - 0 0 0 0
290 Fri Oct 17 17:03:38 EDT 2014 sas 10 Open:Active - 6 - - 0 0 0 0
290 Fri Oct 17 17:03:41 EDT 2014 QUEUE_NAME PRIO STATUS MAX JL/U JL/P JL/H NJOBS PEND RUN SUSP
290 Fri Oct 17 17:03:41 EDT 2014 admin 100 Open:Active - - - 1 0 0 0 0
290 Fri Oct 17 17:03:41 EDT 2014 overtime 50 Closed:Active - 0 - - 0 0 0 0
290 Fri Oct 17 17:03:41 EDT 2014 care 50 Open:Active - - - - 0 0 0 0
290 Fri Oct 17 17:03:41 EDT 2014 igsa 50 Open:Active - 3 - 3 0 0 0 0
290 Fri Oct 17 17:03:41 EDT 2014 priority 50 Open:Active - 10 - 1 124 75 49 0
290 Fri Oct 17 17:03:41 EDT 2014 gpu 50 Open:Active - - - - 0 0 0 0
290 Fri Oct 17 17:03:41 EDT 2014 genepattern 40 Open:Active - - - - 33 14 19 0
290 Fri Oct 17 17:03:42 EDT 2014 gsa 35 Open:Active - - - - 5201 4529 609 63
290 Fri Oct 17 17:03:42 EDT 2014 neurolab 35 Open:Active - - - - 76 0 76 0
290 Fri Oct 17 17:03:42 EDT 2014 regevlab 35 Open:Active - 80 - - 396 235 161 0
290 Fri Oct 17 17:03:42 EDT 2014 birdseed 35 Open:Active - - - 10 0 0 0 0
290 Fri Oct 17 17:03:42 EDT 2014 rnai 35 Open:Active - - - 10 0 0 0 0
290 Fri Oct 17 17:03:42 EDT 2014 iweek 31 Open:Active - 5 - 10 0 0 0 0
290 Fri Oct 17 17:03:42 EDT 2014 short 31 Open:Active - 50 - 1 0 0 0 0
290 Fri Oct 17 17:03:42 EDT 2014 webannotblast 31 Open:Active - - 1 - 0 0 0 0
290 Fri Oct 17 17:03:42 EDT 2014 hour 30 Open:Active - 500 - - 26981 26610 363 8
290 Fri Oct 17 17:03:42 EDT 2014 week 30 Open:Active - 300 - - 72055 71185 866 4
290 Fri Oct 17 17:03:42 EDT 2014 broad 30 Open:Inact - 572 - 10 0 0 0 0
290 Fri Oct 17 17:03:42 EDT 2014 flower 30 Open:Active - 10 - - 0 0 0 0
290 Fri Oct 17 17:03:42 EDT 2014 forest 30 Open:Active - 100 - - 16 0 16 0
290 Fri Oct 17 17:03:42 EDT 2014 bhour 25 Open:Active - 200 - - 539 528 8 3
290 Fri Oct 17 17:03:42 EDT 2014 compbio-week 25 Open:Active - 1040 - - 357 6 351 0
290 Fri Oct 17 17:03:42 EDT 2014 bweek 20 Open:Active - 40 - - 195 195 0 0
290 Fri Oct 17 17:03:42 EDT 2014 preview 15 Open:Active - - - 10 0 0 0 0
290 Fri Oct 17 17:03:42 EDT 2014 interactive 10 Open:Active - 3 - - 123 1 122 0
290 Fri Oct 17 17:03:42 EDT 2014 forever 10 Open:Active - - - - 0 0 0 0
290 Fri Oct 17 17:03:42 EDT 2014 sas 10 Open:Active - 6 - - 0 0 0 0
290 Fri Oct 17 18:59:51 EDT 2014 QUEUE_NAME PRIO STATUS MAX JL/U JL/P JL/H NJOBS PEND RUN SUSP
290 Fri Oct 17 18:59:51 EDT 2014 admin 100 Open:Active - - - 1 0 0 0 0
290 Fri Oct 17 18:59:51 EDT 2014 overtime 50 Closed:Active - 0 - - 0 0 0 0
290 Fri Oct 17 18:59:51 EDT 2014 care 50 Open:Active - - - - 0 0 0 0
290 Fri Oct 17 18:59:51 EDT 2014 igsa 50 Open:Active - 3 - 3 0 0 0 0
290 Fri Oct 17 18:59:51 EDT 2014 priority 50 Open:Active - 10 - 1 81 37 44 0
290 Fri Oct 17 18:59:51 EDT 2014 gpu 50 Open:Active - - - - 0 0 0 0
290 Fri Oct 17 18:59:51 EDT 2014 genepattern 40 Open:Active - - - - 72 42 30 0
290 Fri Oct 17 18:59:51 EDT 2014 gsa 35 Open:Active - - - - 6726 6051 612 63
290 Fri Oct 17 18:59:51 EDT 2014 neurolab 35 Open:Active - - - - 48 0 48 0
290 Fri Oct 17 18:59:51 EDT 2014 regevlab 35 Open:Active - 80 - - 481 313 168 0
290 Fri Oct 17 18:59:51 EDT 2014 birdseed 35 Open:Active - - - 10 0 0 0 0
290 Fri Oct 17 18:59:52 EDT 2014 rnai 35 Open:Active - - - 10 0 0 0 0
290 Fri Oct 17 18:59:52 EDT 2014 iweek 31 Open:Active - 5 - 10 0 0 0 0
290 Fri Oct 17 18:59:52 EDT 2014 short 31 Open:Active - 50 - 1 0 0 0 0
290 Fri Oct 17 18:59:52 EDT 2014 webannotblast 31 Open:Active - - 1 - 0 0 0 0
290 Fri Oct 17 18:59:52 EDT 2014 hour 30 Open:Active - 500 - - 90374 89744 622 8
290 Fri Oct 17 18:59:52 EDT 2014 week 30 Open:Active - 300 - - 71878 71162 713 3
290 Fri Oct 17 18:59:52 EDT 2014 broad 30 Open:Inact - 572 - 10 0 0 0 0
290 Fri Oct 17 18:59:52 EDT 2014 flower 30 Open:Active - 10 - - 0 0 0 0
290 Fri Oct 17 18:59:52 EDT 2014 forest 30 Open:Active - 100 - - 16 0 16 0
290 Fri Oct 17 18:59:52 EDT 2014 bhour 25 Open:Active - 200 - - 535 528 4 3
290 Fri Oct 17 18:59:52 EDT 2014 compbio-week 25 Open:Active - 1040 - - 513 6 507 0
290 Fri Oct 17 18:59:52 EDT 2014 bweek 20 Open:Active - 40 - - 196 195 1 0
290 Fri Oct 17 18:59:52 EDT 2014 preview 15 Open:Active - - - 10 0 0 0 0
290 Fri Oct 17 18:59:52 EDT 2014 interactive 10 Open:Active - 3 - - 112 1 111 0
290 Fri Oct 17 18:59:52 EDT 2014 forever 10 Open:Active - - - - 0 0 0 0
290 Fri Oct 17 18:59:52 EDT 2014 sas 10 Open:Active - 6 - - 0 0 0 0
290 Fri Oct 17 18:59:59 EDT 2014 QUEUE_NAME PRIO STATUS MAX JL/U JL/P JL/H NJOBS PEND RUN SUSP
290 Fri Oct 17 18:59:59 EDT 2014 admin 100 Open:Active - - - 1 0 0 0 0
290 Fri Oct 17 18:59:59 EDT 2014 overtime 50 Closed:Active - 0 - - 0 0 0 0
290 Fri Oct 17 19:00:00 EDT 2014 care 50 Open:Active - - - - 0 0 0 0
290 Fri Oct 17 19:00:00 EDT 2014 igsa 50 Open:Active - 3 - 3 0 0 0 0
290 Fri Oct 17 19:00:00 EDT 2014 priority 50 Open:Active - 10 - 1 81 37 44 0
290 Fri Oct 17 19:00:00 EDT 2014 gpu 50 Open:Active - - - - 0 0 0 0
290 Fri Oct 17 19:00:00 EDT 2014 genepattern 40 Open:Active - - - - 72 42 30 0
290 Fri Oct 17 19:00:00 EDT 2014 gsa 35 Open:Active - - - - 6739 6060 616 63
290 Fri Oct 17 19:00:00 EDT 2014 neurolab 35 Open:Active - - - - 48 0 48 0
290 Fri Oct 17 19:00:00 EDT 2014 regevlab 35 Open:Active - 80 - - 481 313 168 0
290 Fri Oct 17 19:00:00 EDT 2014 birdseed 35 Open:Active - - - 10 0 0 0 0
290 Fri Oct 17 19:00:00 EDT 2014 rnai 35 Open:Active - - - 10 0 0 0 0
290 Fri Oct 17 19:00:00 EDT 2014 iweek 31 Open:Active - 5 - 10 0 0 0 0
290 Fri Oct 17 19:00:00 EDT 2014 short 31 Open:Active - 50 - 1 0 0 0 0
290 Fri Oct 17 19:00:00 EDT 2014 webannotblast 31 Open:Active - - 1 - 0 0 0 0
290 Fri Oct 17 19:00:00 EDT 2014 hour 30 Open:Active - 500 - - 90418 89785 625 8
290 Fri Oct 17 19:00:00 EDT 2014 week 30 Open:Active - 300 - - 71878 71162 713 3
290 Fri Oct 17 19:00:00 EDT 2014 broad 30 Open:Inact - 572 - 10 0 0 0 0
290 Fri Oct 17 19:00:00 EDT 2014 flower 30 Open:Active - 10 - - 0 0 0 0
290 Fri Oct 17 19:00:00 EDT 2014 forest 30 Open:Active - 100 - - 16 0 16 0
290 Fri Oct 17 19:00:00 EDT 2014 bhour 25 Open:Active - 200 - - 535 528 4 3
290 Fri Oct 17 19:00:00 EDT 2014 compbio-week 25 Open:Active - 1040 - - 512 6 506 0
290 Fri Oct 17 19:00:00 EDT 2014 bweek 20 Open:Active - 40 - - 196 195 1 0
290 Fri Oct 17 19:00:00 EDT 2014 preview 15 Open:Active - - - 10 0 0 0 0
290 Fri Oct 17 19:00:00 EDT 2014 interactive 10 Open:Active - 3 - - 113 1 112 0
290 Fri Oct 17 19:00:00 EDT 2014 forever 10 Open:Active - - - - 0 0 0 0
290 Fri Oct 17 19:00:00 EDT 2014 sas 10 Open:Active - 6 - - 0 0 0 0
291 Sat Oct 18 08:36:36 EDT 2014 QUEUE_NAME PRIO STATUS MAX JL/U JL/P JL/H NJOBS PEND RUN SUSP
291 Sat Oct 18 08:36:36 EDT 2014 admin 100 Open:Active - - - 1 0 0 0 0
291 Sat Oct 18 08:36:36 EDT 2014 overtime 50 Closed:Active - 0 - - 0 0 0 0
291 Sat Oct 18 08:36:36 EDT 2014 care 50 Open:Active - - - - 0 0 0 0
291 Sat Oct 18 08:36:36 EDT 2014 igsa 50 Open:Active - 3 - 3 0 0 0 0
291 Sat Oct 18 08:36:36 EDT 2014 priority 50 Open:Active - 10 - 1 14 0 14 0
291 Sat Oct 18 08:36:36 EDT 2014 gpu 50 Open:Active - - - - 0 0 0 0
291 Sat Oct 18 08:36:36 EDT 2014 genepattern 40 Open:Active - - - - 18 9 9 0
291 Sat Oct 18 08:36:36 EDT 2014 gsa 35 Open:Active - - - - 3666 2857 740 69
291 Sat Oct 18 08:36:36 EDT 2014 neurolab 35 Open:Active - - - - 20 0 20 0
291 Sat Oct 18 08:36:36 EDT 2014 regevlab 35 Open:Active - 80 - - 175 63 112 0
291 Sat Oct 18 08:36:36 EDT 2014 birdseed 35 Open:Active - - - 10 0 0 0 0
291 Sat Oct 18 08:36:36 EDT 2014 rnai 35 Open:Active - - - 10 0 0 0 0
291 Sat Oct 18 08:36:36 EDT 2014 iweek 31 Open:Active - 5 - 10 0 0 0 0
291 Sat Oct 18 08:36:36 EDT 2014 short 31 Open:Active - 50 - 1 0 0 0 0
291 Sat Oct 18 08:36:36 EDT 2014 webannotblast 31 Open:Active - - 1 - 0 0 0 0
291 Sat Oct 18 08:36:36 EDT 2014 hour 30 Open:Active - 500 - - 29761 29294 458 9
291 Sat Oct 18 08:36:36 EDT 2014 week 30 Open:Active - 300 - - 68223 67332 889 2
291 Sat Oct 18 08:36:36 EDT 2014 broad 30 Open:Inact - 572 - 10 0 0 0 0
291 Sat Oct 18 08:36:36 EDT 2014 flower 30 Open:Active - 10 - - 0 0 0 0
291 Sat Oct 18 08:36:36 EDT 2014 forest 30 Open:Active - 100 - - 16 0 16 0
291 Sat Oct 18 08:36:36 EDT 2014 bhour 25 Open:Active - 200 - - 524 520 1 3
291 Sat Oct 18 08:36:36 EDT 2014 compbio-week 25 Open:Active - 1040 - - 1954 1452 502 0
291 Sat Oct 18 08:36:36 EDT 2014 bweek 20 Open:Active - 40 - - 195 195 0 0
291 Sat Oct 18 08:36:36 EDT 2014 preview 15 Open:Active - - - 10 0 0 0 0
291 Sat Oct 18 08:36:36 EDT 2014 interactive 10 Open:Active - 3 - - 97 1 96 0
291 Sat Oct 18 08:36:36 EDT 2014 forever 10 Open:Active - - - - 0 0 0 0
291 Sat Oct 18 08:36:36 EDT 2014 sas 10 Open:Active - 6 - - 0 0 0 0
291 Sat Oct 18 08:36:46 EDT 2014 QUEUE_NAME PRIO STATUS MAX JL/U JL/P JL/H NJOBS PEND RUN SUSP
291 Sat Oct 18 08:36:46 EDT 2014 admin 100 Open:Active - - - 1 0 0 0 0
291 Sat Oct 18 08:36:46 EDT 2014 overtime 50 Closed:Active - 0 - - 0 0 0 0
291 Sat Oct 18 08:36:46 EDT 2014 care 50 Open:Active - - - - 0 0 0 0
291 Sat Oct 18 08:36:46 EDT 2014 igsa 50 Open:Active - 3 - 3 0 0 0 0
291 Sat Oct 18 08:36:46 EDT 2014 priority 50 Open:Active - 10 - 1 14 0 14 0
291 Sat Oct 18 08:36:46 EDT 2014 gpu 50 Open:Active - - - - 0 0 0 0
291 Sat Oct 18 08:36:46 EDT 2014 genepattern 40 Open:Active - - - - 18 9 9 0
291 Sat Oct 18 08:36:46 EDT 2014 gsa 35 Open:Active - - - - 3666 2856 741 69
291 Sat Oct 18 08:36:46 EDT 2014 neurolab 35 Open:Active - - - - 20 0 20 0
291 Sat Oct 18 08:36:46 EDT 2014 regevlab 35 Open:Active - 80 - - 175 63 112 0
291 Sat Oct 18 08:36:46 EDT 2014 birdseed 35 Open:Active - - - 10 0 0 0 0
291 Sat Oct 18 08:36:46 EDT 2014 rnai 35 Open:Active - - - 10 0 0 0 0
291 Sat Oct 18 08:36:46 EDT 2014 iweek 31 Open:Active - 5 - 10 0 0 0 0
291 Sat Oct 18 08:36:46 EDT 2014 short 31 Open:Active - 50 - 1 0 0 0 0
291 Sat Oct 18 08:36:46 EDT 2014 webannotblast 31 Open:Active - - 1 - 0 0 0 0
291 Sat Oct 18 08:36:46 EDT 2014 hour 30 Open:Active - 500 - - 29761 29294 458 9
291 Sat Oct 18 08:36:46 EDT 2014 week 30 Open:Active - 300 - - 68223 67332 889 2
291 Sat Oct 18 08:36:46 EDT 2014 broad 30 Open:Inact - 572 - 10 0 0 0 0
291 Sat Oct 18 08:36:47 EDT 2014 flower 30 Open:Active - 10 - - 0 0 0 0
291 Sat Oct 18 08:36:47 EDT 2014 forest 30 Open:Active - 100 - - 16 0 16 0
291 Sat Oct 18 08:36:47 EDT 2014 bhour 25 Open:Active - 200 - - 524 520 1 3
291 Sat Oct 18 08:36:47 EDT 2014 compbio-week 25 Open:Active - 1040 - - 1954 1452 502 0
291 Sat Oct 18 08:36:47 EDT 2014 bweek 20 Open:Active - 40 - - 195 195 0 0
291 Sat Oct 18 08:36:47 EDT 2014 preview 15 Open:Active - - - 10 0 0 0 0
291 Sat Oct 18 08:36:47 EDT 2014 interactive 10 Open:Active - 3 - - 98 1 97 0
291 Sat Oct 18 08:36:47 EDT 2014 forever 10 Open:Active - - - - 0 0 0 0
291 Sat Oct 18 08:36:47 EDT 2014 sas 10 Open:Active - 6 - - 0 0 0 0
291 Sat Oct 18 08:41:23 EDT 2014 QUEUE_NAME PRIO STATUS MAX JL/U JL/P JL/H NJOBS PEND RUN SUSP
291 Sat Oct 18 08:41:23 EDT 2014 admin 100 Open:Active - - - 1 0 0 0 0
291 Sat Oct 18 08:41:23 EDT 2014 overtime 50 Closed:Active - 0 - - 0 0 0 0
291 Sat Oct 18 08:41:23 EDT 2014 care 50 Open:Active - - - - 0 0 0 0
291 Sat Oct 18 08:41:24 EDT 2014 igsa 50 Open:Active - 3 - 3 0 0 0 0
291 Sat Oct 18 08:41:24 EDT 2014 priority 50 Open:Active - 10 - 1 17 0 17 0
291 Sat Oct 18 08:41:24 EDT 2014 gpu 50 Open:Active - - - - 0 0 0 0
291 Sat Oct 18 08:41:24 EDT 2014 genepattern 40 Open:Active - - - - 18 9 9 0
291 Sat Oct 18 08:41:24 EDT 2014 gsa 35 Open:Active - - - - 3659 2849 741 69
291 Sat Oct 18 08:41:24 EDT 2014 neurolab 35 Open:Active - - - - 20 0 20 0
291 Sat Oct 18 08:41:24 EDT 2014 regevlab 35 Open:Active - 80 - - 173 62 111 0
291 Sat Oct 18 08:41:24 EDT 2014 birdseed 35 Open:Active - - - 10 0 0 0 0
291 Sat Oct 18 08:41:24 EDT 2014 rnai 35 Open:Active - - - 10 0 0 0 0
291 Sat Oct 18 08:41:24 EDT 2014 iweek 31 Open:Active - 5 - 10 0 0 0 0
291 Sat Oct 18 08:41:24 EDT 2014 short 31 Open:Active - 50 - 1 0 0 0 0
291 Sat Oct 18 08:41:24 EDT 2014 webannotblast 31 Open:Active - - 1 - 0 0 0 0
291 Sat Oct 18 08:41:24 EDT 2014 hour 30 Open:Active - 500 - - 29673 29206 458 9
291 Sat Oct 18 08:41:24 EDT 2014 week 30 Open:Active - 300 - - 68182 67295 885 2
291 Sat Oct 18 08:41:24 EDT 2014 broad 30 Open:Inact - 572 - 10 0 0 0 0
291 Sat Oct 18 08:41:24 EDT 2014 flower 30 Open:Active - 10 - - 0 0 0 0
291 Sat Oct 18 08:41:24 EDT 2014 forest 30 Open:Active - 100 - - 16 0 16 0
291 Sat Oct 18 08:41:24 EDT 2014 bhour 25 Open:Active - 200 - - 524 520 1 3
291 Sat Oct 18 08:41:24 EDT 2014 compbio-week 25 Open:Active - 1040 - - 1956 1451 505 0
291 Sat Oct 18 08:41:24 EDT 2014 bweek 20 Open:Active - 40 - - 195 195 0 0
291 Sat Oct 18 08:41:24 EDT 2014 preview 15 Open:Active - - - 10 0 0 0 0
291 Sat Oct 18 08:41:24 EDT 2014 interactive 10 Open:Active - 3 - - 99 1 98 0
291 Sat Oct 18 08:41:24 EDT 2014 forever 10 Open:Active - - - - 0 0 0 0
291 Sat Oct 18 08:41:24 EDT 2014 sas 10 Open:Active - 6 - - 0 0 0 0
291 Sat Oct 18 15:52:16 EDT 2014 QUEUE_NAME PRIO STATUS MAX JL/U JL/P JL/H NJOBS PEND RUN SUSP
291 Sat Oct 18 15:52:16 EDT 2014 admin 100 Open:Active - - - 1 0 0 0 0
291 Sat Oct 18 15:52:16 EDT 2014 overtime 50 Closed:Active - 0 - - 0 0 0 0
291 Sat Oct 18 15:52:16 EDT 2014 care 50 Open:Active - - - - 0 0 0 0
291 Sat Oct 18 15:52:16 EDT 2014 igsa 50 Open:Active - 3 - 3 0 0 0 0
291 Sat Oct 18 15:52:16 EDT 2014 priority 50 Open:Active - 10 - 1 13 0 13 0
291 Sat Oct 18 15:52:16 EDT 2014 gpu 50 Open:Active - - - - 0 0 0 0
291 Sat Oct 18 15:52:16 EDT 2014 genepattern 40 Open:Active - - - - 26 9 17 0
291 Sat Oct 18 15:52:16 EDT 2014 gsa 35 Open:Active - - - - 3218 2392 768 58
291 Sat Oct 18 15:52:16 EDT 2014 neurolab 35 Open:Active - - - - 8 0 8 0
291 Sat Oct 18 15:52:16 EDT 2014 regevlab 35 Open:Active - 80 - - 230 68 162 0
291 Sat Oct 18 15:52:16 EDT 2014 birdseed 35 Open:Active - - - 10 0 0 0 0
291 Sat Oct 18 15:52:16 EDT 2014 rnai 35 Open:Active - - - 10 0 0 0 0
291 Sat Oct 18 15:52:16 EDT 2014 iweek 31 Open:Active - 5 - 10 0 0 0 0
291 Sat Oct 18 15:52:16 EDT 2014 short 31 Open:Active - 50 - 1 0 0 0 0
291 Sat Oct 18 15:52:16 EDT 2014 webannotblast 31 Open:Active - - 1 - 0 0 0 0
291 Sat Oct 18 15:52:16 EDT 2014 hour 30 Open:Active - 500 - - 23621 23176 436 9
291 Sat Oct 18 15:52:16 EDT 2014 week 30 Open:Active - 300 - - 65822 64923 897 2
291 Sat Oct 18 15:52:16 EDT 2014 broad 30 Open:Inact - 572 - 10 0 0 0 0
291 Sat Oct 18 15:52:16 EDT 2014 flower 30 Open:Active - 10 - - 0 0 0 0
291 Sat Oct 18 15:52:16 EDT 2014 forest 30 Open:Active - 100 - - 16 0 16 0
291 Sat Oct 18 15:52:16 EDT 2014 bhour 25 Open:Active - 200 - - 127 124 0 3
291 Sat Oct 18 15:52:16 EDT 2014 compbio-week 25 Open:Active - 1040 - - 1472 964 508 0
291 Sat Oct 18 15:52:16 EDT 2014 bweek 20 Open:Active - 40 - - 195 195 0 0
291 Sat Oct 18 15:52:16 EDT 2014 preview 15 Open:Active - - - 10 0 0 0 0
291 Sat Oct 18 15:52:16 EDT 2014 interactive 10 Open:Active - 3 - - 112 1 111 0
291 Sat Oct 18 15:52:17 EDT 2014 forever 10 Open:Active - - - - 0 0 0 0
291 Sat Oct 18 15:52:17 EDT 2014 sas 10 Open:Active - 6 - - 0 0 0 0
291 Sat Oct 18 15:54:03 EDT 2014 QUEUE_NAME PRIO STATUS MAX JL/U JL/P JL/H NJOBS PEND RUN SUSP
291 Sat Oct 18 15:54:03 EDT 2014 admin 100 Open:Active - - - 1 0 0 0 0
291 Sat Oct 18 15:54:03 EDT 2014 overtime 50 Closed:Active - 0 - - 0 0 0 0
291 Sat Oct 18 15:54:03 EDT 2014 care 50 Open:Active - - - - 0 0 0 0
291 Sat Oct 18 15:54:03 EDT 2014 igsa 50 Open:Active - 3 - 3 0 0 0 0
291 Sat Oct 18 15:54:03 EDT 2014 priority 50 Open:Active - 10 - 1 13 0 13 0
291 Sat Oct 18 15:54:03 EDT 2014 gpu 50 Open:Active - - - - 0 0 0 0
291 Sat Oct 18 15:54:03 EDT 2014 genepattern 40 Open:Active - - - - 26 9 17 0
291 Sat Oct 18 15:54:03 EDT 2014 gsa 35 Open:Active - - - - 3217 2391 768 58
291 Sat Oct 18 15:54:03 EDT 2014 neurolab 35 Open:Active - - - - 8 0 8 0
291 Sat Oct 18 15:54:03 EDT 2014 regevlab 35 Open:Active - 80 - - 230 68 162 0
291 Sat Oct 18 15:54:03 EDT 2014 birdseed 35 Open:Active - - - 10 0 0 0 0
291 Sat Oct 18 15:54:03 EDT 2014 rnai 35 Open:Active - - - 10 0 0 0 0
291 Sat Oct 18 15:54:03 EDT 2014 iweek 31 Open:Active - 5 - 10 0 0 0 0
291 Sat Oct 18 15:54:03 EDT 2014 short 31 Open:Active - 50 - 1 0 0 0 0
291 Sat Oct 18 15:54:03 EDT 2014 webannotblast 31 Open:Active - - 1 - 0 0 0 0
291 Sat Oct 18 15:54:03 EDT 2014 hour 30 Open:Active - 500 - - 23590 23141 440 9
291 Sat Oct 18 15:54:03 EDT 2014 week 30 Open:Active - 300 - - 65808 64906 900 2
291 Sat Oct 18 15:54:03 EDT 2014 broad 30 Open:Inact - 572 - 10 0 0 0 0
291 Sat Oct 18 15:54:03 EDT 2014 flower 30 Open:Active - 10 - - 0 0 0 0
291 Sat Oct 18 15:54:03 EDT 2014 forest 30 Open:Active - 100 - - 16 0 16 0
291 Sat Oct 18 15:54:03 EDT 2014 bhour 25 Open:Active - 200 - - 127 124 0 3
291 Sat Oct 18 15:54:03 EDT 2014 compbio-week 25 Open:Active - 1040 - - 1471 964 507 0
291 Sat Oct 18 15:54:03 EDT 2014 bweek 20 Open:Active - 40 - - 195 195 0 0
291 Sat Oct 18 15:54:03 EDT 2014 preview 15 Open:Active - - - 10 0 0 0 0
291 Sat Oct 18 15:54:03 EDT 2014 interactive 10 Open:Active - 3 - - 113 1 112 0
291 Sat Oct 18 15:54:03 EDT 2014 forever 10 Open:Active - - - - 0 0 0 0
291 Sat Oct 18 15:54:03 EDT 2014 sas 10 Open:Active - 6 - - 0 0 0 0
