268 Thu Sep 25 11:52:31 EDT 2014 QUEUE_NAME PRIO STATUS MAX JL/U JL/P JL/H NJOBS PEND RUN SUSP
276 Fri Oct 3 09:02:09 EDT 2014 bhour 25 Open:Active - 200 - - 525 495 30 0
276 Fri Oct 3 09:02:09 EDT 2014 compbio-week 25 Open:Active - 1040 - - 1004 494 510 0
276 Fri Oct 3 09:02:09 EDT 2014 bweek 20 Open:Active - 40 - - 103 100 3 0
276 Fri Oct 3 09:02:09 EDT 2014 preview 15 Open:Active - - - 10 0 0 0 0
276 Fri Oct 3 09:02:09 EDT 2014 interactive 10 Open:Active - 3 - - 116 0 116 0
276 Fri Oct 3 09:02:09 EDT 2014 forever 10 Open:Active - - - - 3 0 3 0
276 Fri Oct 3 09:02:09 EDT 2014 sas 10 Open:Active - 6 - - 0 0 0 0
276 Fri Oct 3 14:56:38 EDT 2014 QUEUE_NAME PRIO STATUS MAX JL/U JL/P JL/H NJOBS PEND RUN SUSP
276 Fri Oct 3 14:56:38 EDT 2014 admin 100 Open:Active - - - 1 0 0 0 0
276 Fri Oct 3 14:56:39 EDT 2014 overtime 50 Closed:Active - 0 - - 0 0 0 0
276 Fri Oct 3 14:56:39 EDT 2014 care 50 Open:Active - - - - 4 0 4 0
276 Fri Oct 3 14:56:39 EDT 2014 igsa 50 Open:Active - 3 - 3 0 0 0 0
276 Fri Oct 3 14:56:39 EDT 2014 priority 50 Open:Active - 10 - 1 12685 12638 47 0
276 Fri Oct 3 14:56:39 EDT 2014 gpu 50 Open:Active - - - - 0 0 0 0
276 Fri Oct 3 14:56:39 EDT 2014 genepattern 40 Open:Active - - - - 15 0 15 0
276 Fri Oct 3 14:56:39 EDT 2014 gsa 35 Open:Active - - - - 48 0 48 0
276 Fri Oct 3 14:56:39 EDT 2014 neurolab 35 Open:Active - - - - 0 0 0 0
276 Fri Oct 3 14:56:39 EDT 2014 regevlab 35 Open:Active - 80 - - 131 2 129 0
276 Fri Oct 3 14:56:39 EDT 2014 birdseed 35 Open:Active - - - 10 0 0 0 0
276 Fri Oct 3 14:56:39 EDT 2014 rnai 35 Open:Active - - - 10 0 0 0 0
276 Fri Oct 3 14:56:39 EDT 2014 iweek 31 Open:Active - 5 - 10 0 0 0 0
276 Fri Oct 3 14:56:39 EDT 2014 short 31 Open:Active - 50 - 1 0 0 0 0
276 Fri Oct 3 14:56:39 EDT 2014 webannotblast 31 Open:Active - - 1 - 0 0 0 0
276 Fri Oct 3 14:56:39 EDT 2014 hour 30 Open:Active - 500 - - 25723 25588 135 0
276 Fri Oct 3 14:56:40 EDT 2014 week 30 Open:Active - 300 - - 43082 42155 923 4
276 Fri Oct 3 14:56:40 EDT 2014 broad 30 Open:Inact - 572 - 10 0 0 0 0
276 Fri Oct 3 14:56:40 EDT 2014 flower 30 Open:Active - 10 - - 1 0 1 0
276 Fri Oct 3 14:56:40 EDT 2014 forest 30 Open:Active - 100 - - 66 0 66 0
276 Fri Oct 3 14:56:40 EDT 2014 bhour 25 Open:Active - 200 - - 343 327 16 0
276 Fri Oct 3 14:56:40 EDT 2014 compbio-week 25 Open:Active - 1040 - - 337 0 337 0
276 Fri Oct 3 14:56:40 EDT 2014 bweek 20 Open:Active - 40 - - 109 106 3 0
276 Fri Oct 3 14:56:40 EDT 2014 preview 15 Open:Active - - - 10 0 0 0 0
276 Fri Oct 3 14:56:40 EDT 2014 interactive 10 Open:Active - 3 - - 131 0 131 0
276 Fri Oct 3 14:56:40 EDT 2014 forever 10 Open:Active - - - - 3 0 3 0
276 Fri Oct 3 14:56:40 EDT 2014 sas 10 Open:Active - 6 - - 0 0 0 0
276 Fri Oct 3 15:02:12 EDT 2014 QUEUE_NAME PRIO STATUS MAX JL/U JL/P JL/H NJOBS PEND RUN SUSP
276 Fri Oct 3 15:02:12 EDT 2014 admin 100 Open:Active - - - 1 0 0 0 0
276 Fri Oct 3 15:02:12 EDT 2014 overtime 50 Closed:Active - 0 - - 0 0 0 0
276 Fri Oct 3 15:02:12 EDT 2014 care 50 Open:Active - - - - 4 0 4 0
276 Fri Oct 3 15:02:12 EDT 2014 igsa 50 Open:Active - 3 - 3 0 0 0 0
276 Fri Oct 3 15:02:12 EDT 2014 priority 50 Open:Active - 10 - 1 12681 12630 51 0
276 Fri Oct 3 15:02:12 EDT 2014 gpu 50 Open:Active - - - - 0 0 0 0
276 Fri Oct 3 15:02:12 EDT 2014 genepattern 40 Open:Active - - - - 15 0 15 0
276 Fri Oct 3 15:02:12 EDT 2014 gsa 35 Open:Active - - - - 47 0 47 0
276 Fri Oct 3 15:02:12 EDT 2014 neurolab 35 Open:Active - - - - 0 0 0 0
276 Fri Oct 3 15:02:12 EDT 2014 regevlab 35 Open:Active - 80 - - 116 0 116 0
276 Fri Oct 3 15:02:12 EDT 2014 birdseed 35 Open:Active - - - 10 0 0 0 0
276 Fri Oct 3 15:02:12 EDT 2014 rnai 35 Open:Active - - - 10 0 0 0 0
276 Fri Oct 3 15:02:12 EDT 2014 iweek 31 Open:Active - 5 - 10 0 0 0 0
276 Fri Oct 3 15:02:12 EDT 2014 short 31 Open:Active - 50 - 1 0 0 0 0
276 Fri Oct 3 15:02:12 EDT 2014 webannotblast 31 Open:Active - - 1 - 0 0 0 0
276 Fri Oct 3 15:02:12 EDT 2014 hour 30 Open:Active - 500 - - 23512 23372 140 0
276 Fri Oct 3 15:02:12 EDT 2014 week 30 Open:Active - 300 - - 44345 43416 924 5
276 Fri Oct 3 15:02:12 EDT 2014 broad 30 Open:Inact - 572 - 10 0 0 0 0
276 Fri Oct 3 15:02:12 EDT 2014 flower 30 Open:Active - 10 - - 1 0 1 0
276 Fri Oct 3 15:02:12 EDT 2014 forest 30 Open:Active - 100 - - 66 0 66 0
276 Fri Oct 3 15:02:12 EDT 2014 bhour 25 Open:Active - 200 - - 337 324 13 0
276 Fri Oct 3 15:02:12 EDT 2014 compbio-week 25 Open:Active - 1040 - - 337 0 337 0
276 Fri Oct 3 15:02:12 EDT 2014 bweek 20 Open:Active - 40 - - 109 106 3 0
276 Fri Oct 3 15:02:12 EDT 2014 preview 15 Open:Active - - - 10 0 0 0 0
276 Fri Oct 3 15:02:12 EDT 2014 interactive 10 Open:Active - 3 - - 131 0 131 0
276 Fri Oct 3 15:02:12 EDT 2014 forever 10 Open:Active - - - - 3 0 3 0
276 Fri Oct 3 15:02:12 EDT 2014 sas 10 Open:Active - 6 - - 0 0 0 0
278 Sun Oct 5 19:21:16 EDT 2014 QUEUE_NAME PRIO STATUS MAX JL/U JL/P JL/H NJOBS PEND RUN SUSP
278 Sun Oct 5 19:21:16 EDT 2014 admin 100 Open:Active - - - 1 0 0 0 0
278 Sun Oct 5 19:21:16 EDT 2014 overtime 50 Closed:Active - 0 - - 0 0 0 0
278 Sun Oct 5 19:21:16 EDT 2014 care 50 Open:Active - - - - 10 6 4 0
278 Sun Oct 5 19:21:16 EDT 2014 igsa 50 Open:Active - 3 - 3 0 0 0 0
278 Sun Oct 5 19:21:16 EDT 2014 priority 50 Open:Active - 10 - 1 1044 1020 24 0
278 Sun Oct 5 19:21:16 EDT 2014 gpu 50 Open:Active - - - - 0 0 0 0
278 Sun Oct 5 19:21:16 EDT 2014 genepattern 40 Open:Active - - - - 21 8 13 0
278 Sun Oct 5 19:21:16 EDT 2014 gsa 35 Open:Active - - - - 474 274 200 0
278 Sun Oct 5 19:21:16 EDT 2014 neurolab 35 Open:Active - - - - 0 0 0 0
278 Sun Oct 5 19:21:16 EDT 2014 regevlab 35 Open:Active - 80 - - 452 336 116 0
278 Sun Oct 5 19:21:16 EDT 2014 birdseed 35 Open:Active - - - 10 0 0 0 0
278 Sun Oct 5 19:21:16 EDT 2014 rnai 35 Open:Active - - - 10 0 0 0 0
278 Sun Oct 5 19:21:16 EDT 2014 iweek 31 Open:Active - 5 - 10 0 0 0 0
278 Sun Oct 5 19:21:16 EDT 2014 short 31 Open:Active - 50 - 1 0 0 0 0
278 Sun Oct 5 19:21:16 EDT 2014 webannotblast 31 Open:Active - - 1 - 0 0 0 0
278 Sun Oct 5 19:21:16 EDT 2014 hour 30 Open:Active - 500 - - 6544 5894 650 0
278 Sun Oct 5 19:21:16 EDT 2014 week 30 Open:Active - 300 - - 32148 31583 561 4
278 Sun Oct 5 19:21:16 EDT 2014 broad 30 Open:Inact - 572 - 10 0 0 0 0
278 Sun Oct 5 19:21:16 EDT 2014 flower 30 Open:Active - 10 - - 1 0 1 0
278 Sun Oct 5 19:21:16 EDT 2014 forest 30 Open:Active - 100 - - 16 0 16 0
278 Sun Oct 5 19:21:16 EDT 2014 bhour 25 Open:Active - 200 - - 324 324 0 0
278 Sun Oct 5 19:21:16 EDT 2014 compbio-week 25 Open:Active - 1040 - - 3467 3004 463 0
278 Sun Oct 5 19:21:16 EDT 2014 bweek 20 Open:Active - 40 - - 106 104 2 0
278 Sun Oct 5 19:21:16 EDT 2014 preview 15 Open:Active - - - 10 0 0 0 0
278 Sun Oct 5 19:21:16 EDT 2014 interactive 10 Open:Active - 3 - - 86 0 86 0
278 Sun Oct 5 19:21:16 EDT 2014 forever 10 Open:Active - - - - 3 0 3 0
278 Sun Oct 5 19:21:16 EDT 2014 sas 10 Open:Active - 6 - - 0 0 0 0
278 Sun Oct 5 19:21:20 EDT 2014 QUEUE_NAME PRIO STATUS MAX JL/U JL/P JL/H NJOBS PEND RUN SUSP
278 Sun Oct 5 19:21:20 EDT 2014 admin 100 Open:Active - - - 1 0 0 0 0
278 Sun Oct 5 19:21:20 EDT 2014 overtime 50 Closed:Active - 0 - - 0 0 0 0
278 Sun Oct 5 19:21:20 EDT 2014 care 50 Open:Active - - - - 10 6 4 0
278 Sun Oct 5 19:21:20 EDT 2014 igsa 50 Open:Active - 3 - 3 0 0 0 0
278 Sun Oct 5 19:21:20 EDT 2014 priority 50 Open:Active - 10 - 1 1044 1020 24 0
278 Sun Oct 5 19:21:20 EDT 2014 gpu 50 Open:Active - - - - 0 0 0 0
278 Sun Oct 5 19:21:20 EDT 2014 genepattern 40 Open:Active - - - - 21 8 13 0
278 Sun Oct 5 19:21:20 EDT 2014 gsa 35 Open:Active - - - - 474 274 200 0
278 Sun Oct 5 19:21:20 EDT 2014 neurolab 35 Open:Active - - - - 0 0 0 0
278 Sun Oct 5 19:21:20 EDT 2014 regevlab 35 Open:Active - 80 - - 452 336 116 0
278 Sun Oct 5 19:21:20 EDT 2014 birdseed 35 Open:Active - - - 10 0 0 0 0
278 Sun Oct 5 19:21:20 EDT 2014 rnai 35 Open:Active - - - 10 0 0 0 0
278 Sun Oct 5 19:21:20 EDT 2014 iweek 31 Open:Active - 5 - 10 0 0 0 0
278 Sun Oct 5 19:21:20 EDT 2014 short 31 Open:Active - 50 - 1 0 0 0 0
278 Sun Oct 5 19:21:20 EDT 2014 webannotblast 31 Open:Active - - 1 - 0 0 0 0
278 Sun Oct 5 19:21:20 EDT 2014 hour 30 Open:Active - 500 - - 6544 5894 650 0
278 Sun Oct 5 19:21:21 EDT 2014 week 30 Open:Active - 300 - - 32148 31582 562 4
278 Sun Oct 5 19:21:21 EDT 2014 broad 30 Open:Inact - 572 - 10 0 0 0 0
278 Sun Oct 5 19:21:21 EDT 2014 flower 30 Open:Active - 10 - - 1 0 1 0
278 Sun Oct 5 19:21:21 EDT 2014 forest 30 Open:Active - 100 - - 16 0 16 0
278 Sun Oct 5 19:21:21 EDT 2014 bhour 25 Open:Active - 200 - - 324 324 0 0
278 Sun Oct 5 19:21:21 EDT 2014 compbio-week 25 Open:Active - 1040 - - 3467 3004 463 0
278 Sun Oct 5 19:21:21 EDT 2014 bweek 20 Open:Active - 40 - - 106 104 2 0
278 Sun Oct 5 19:21:21 EDT 2014 preview 15 Open:Active - - - 10 0 0 0 0
278 Sun Oct 5 19:21:21 EDT 2014 interactive 10 Open:Active - 3 - - 87 0 87 0
278 Sun Oct 5 19:21:21 EDT 2014 forever 10 Open:Active - - - - 3 0 3 0
278 Sun Oct 5 19:21:21 EDT 2014 sas 10 Open:Active - 6 - - 0 0 0 0
278 Sun Oct 5 20:04:11 EDT 2014 QUEUE_NAME PRIO STATUS MAX JL/U JL/P JL/H NJOBS PEND RUN SUSP
278 Sun Oct 5 20:04:11 EDT 2014 admin 100 Open:Active - - - 1 0 0 0 0
278 Sun Oct 5 20:04:11 EDT 2014 overtime 50 Closed:Active - 0 - - 0 0 0 0
278 Sun Oct 5 20:04:11 EDT 2014 care 50 Open:Active - - - - 10 6 4 0
278 Sun Oct 5 20:04:11 EDT 2014 igsa 50 Open:Active - 3 - 3 0 0 0 0
278 Sun Oct 5 20:04:11 EDT 2014 priority 50 Open:Active - 10 - 1 1043 1019 24 0
278 Sun Oct 5 20:04:11 EDT 2014 gpu 50 Open:Active - - - - 0 0 0 0
278 Sun Oct 5 20:04:11 EDT 2014 genepattern 40 Open:Active - - - - 20 7 13 0
278 Sun Oct 5 20:04:11 EDT 2014 gsa 35 Open:Active - - - - 458 271 187 0
278 Sun Oct 5 20:04:11 EDT 2014 neurolab 35 Open:Active - - - - 0 0 0 0
278 Sun Oct 5 20:04:11 EDT 2014 regevlab 35 Open:Active - 80 - - 451 335 116 0
278 Sun Oct 5 20:04:11 EDT 2014 birdseed 35 Open:Active - - - 10 0 0 0 0
278 Sun Oct 5 20:04:11 EDT 2014 rnai 35 Open:Active - - - 10 0 0 0 0
278 Sun Oct 5 20:04:11 EDT 2014 iweek 31 Open:Active - 5 - 10 0 0 0 0
278 Sun Oct 5 20:04:11 EDT 2014 short 31 Open:Active - 50 - 1 0 0 0 0
278 Sun Oct 5 20:04:11 EDT 2014 webannotblast 31 Open:Active - - 1 - 0 0 0 0
278 Sun Oct 5 20:04:11 EDT 2014 hour 30 Open:Active - 500 - - 7271 6743 528 0
278 Sun Oct 5 20:04:11 EDT 2014 week 30 Open:Active - 300 - - 32103 31448 651 4
278 Sun Oct 5 20:04:11 EDT 2014 broad 30 Open:Inact - 572 - 10 0 0 0 0
278 Sun Oct 5 20:04:11 EDT 2014 flower 30 Open:Active - 10 - - 1 0 1 0
278 Sun Oct 5 20:04:11 EDT 2014 forest 30 Open:Active - 100 - - 16 0 16 0
278 Sun Oct 5 20:04:11 EDT 2014 bhour 25 Open:Active - 200 - - 324 324 0 0
278 Sun Oct 5 20:04:11 EDT 2014 compbio-week 25 Open:Active - 1040 - - 3051 2590 461 0
278 Sun Oct 5 20:04:12 EDT 2014 bweek 20 Open:Active - 40 - - 102 101 1 0
278 Sun Oct 5 20:04:12 EDT 2014 preview 15 Open:Active - - - 10 0 0 0 0
278 Sun Oct 5 20:04:12 EDT 2014 interactive 10 Open:Active - 3 - - 83 0 83 0
278 Sun Oct 5 20:04:12 EDT 2014 forever 10 Open:Active - - - - 3 0 3 0
278 Sun Oct 5 20:04:12 EDT 2014 sas 10 Open:Active - 6 - - 0 0 0 0
278 Sun Oct 5 20:04:21 EDT 2014 QUEUE_NAME PRIO STATUS MAX JL/U JL/P JL/H NJOBS PEND RUN SUSP
278 Sun Oct 5 20:04:21 EDT 2014 admin 100 Open:Active - - - 1 0 0 0 0
278 Sun Oct 5 20:04:21 EDT 2014 overtime 50 Closed:Active - 0 - - 0 0 0 0
278 Sun Oct 5 20:04:21 EDT 2014 care 50 Open:Active - - - - 10 6 4 0
278 Sun Oct 5 20:04:21 EDT 2014 igsa 50 Open:Active - 3 - 3 0 0 0 0
278 Sun Oct 5 20:04:21 EDT 2014 priority 50 Open:Active - 10 - 1 1043 1019 24 0
278 Sun Oct 5 20:04:21 EDT 2014 gpu 50 Open:Active - - - - 0 0 0 0
278 Sun Oct 5 20:04:21 EDT 2014 genepattern 40 Open:Active - - - - 20 7 13 0
278 Sun Oct 5 20:04:22 EDT 2014 gsa 35 Open:Active - - - - 458 271 187 0
278 Sun Oct 5 20:04:22 EDT 2014 neurolab 35 Open:Active - - - - 0 0 0 0
278 Sun Oct 5 20:04:22 EDT 2014 regevlab 35 Open:Active - 80 - - 451 335 116 0
278 Sun Oct 5 20:04:22 EDT 2014 birdseed 35 Open:Active - - - 10 0 0 0 0
278 Sun Oct 5 20:04:22 EDT 2014 rnai 35 Open:Active - - - 10 0 0 0 0
278 Sun Oct 5 20:04:22 EDT 2014 iweek 31 Open:Active - 5 - 10 0 0 0 0
278 Sun Oct 5 20:04:22 EDT 2014 short 31 Open:Active - 50 - 1 0 0 0 0
278 Sun Oct 5 20:04:22 EDT 2014 webannotblast 31 Open:Active - - 1 - 0 0 0 0
278 Sun Oct 5 20:04:22 EDT 2014 hour 30 Open:Active - 500 - - 7271 6743 528 0
278 Sun Oct 5 20:04:22 EDT 2014 week 30 Open:Active - 300 - - 32103 31448 651 4
278 Sun Oct 5 20:04:22 EDT 2014 broad 30 Open:Inact - 572 - 10 0 0 0 0
278 Sun Oct 5 20:04:22 EDT 2014 flower 30 Open:Active - 10 - - 1 0 1 0
278 Sun Oct 5 20:04:22 EDT 2014 forest 30 Open:Active - 100 - - 16 0 16 0
278 Sun Oct 5 20:04:22 EDT 2014 bhour 25 Open:Active - 200 - - 324 324 0 0
278 Sun Oct 5 20:04:22 EDT 2014 compbio-week 25 Open:Active - 1040 - - 3049 2590 459 0
278 Sun Oct 5 20:04:22 EDT 2014 bweek 20 Open:Active - 40 - - 102 101 1 0
278 Sun Oct 5 20:04:22 EDT 2014 preview 15 Open:Active - - - 10 0 0 0 0
278 Sun Oct 5 20:04:22 EDT 2014 interactive 10 Open:Active - 3 - - 84 0 84 0
278 Sun Oct 5 20:04:22 EDT 2014 forever 10 Open:Active - - - - 3 0 3 0
278 Sun Oct 5 20:04:22 EDT 2014 sas 10 Open:Active - 6 - - 0 0 0 0
278 Sun Oct 5 22:35:19 EDT 2014 QUEUE_NAME PRIO STATUS MAX JL/U JL/P JL/H NJOBS PEND RUN SUSP
278 Sun Oct 5 22:35:19 EDT 2014 admin 100 Open:Active - - - 1 0 0 0 0
278 Sun Oct 5 22:35:19 EDT 2014 overtime 50 Closed:Active - 0 - - 0 0 0 0
278 Sun Oct 5 22:35:19 EDT 2014 care 50 Open:Active - - - - 10 6 4 0
278 Sun Oct 5 22:35:19 EDT 2014 igsa 50 Open:Active - 3 - 3 0 0 0 0
278 Sun Oct 5 22:35:19 EDT 2014 priority 50 Open:Active - 10 - 1 1035 1010 25 0
278 Sun Oct 5 22:35:19 EDT 2014 gpu 50 Open:Active - - - - 0 0 0 0
278 Sun Oct 5 22:35:19 EDT 2014 genepattern 40 Open:Active - - - - 12 0 12 0
278 Sun Oct 5 22:35:19 EDT 2014 gsa 35 Open:Active - - - - 430 250 180 0
278 Sun Oct 5 22:35:19 EDT 2014 neurolab 35 Open:Active - - - - 0 0 0 0
278 Sun Oct 5 22:35:20 EDT 2014 regevlab 35 Open:Active - 80 - - 466 332 134 0
278 Sun Oct 5 22:35:20 EDT 2014 birdseed 35 Open:Active - - - 10 0 0 0 0
278 Sun Oct 5 22:35:20 EDT 2014 rnai 35 Open:Active - - - 10 0 0 0 0
278 Sun Oct 5 22:35:20 EDT 2014 iweek 31 Open:Active - 5 - 10 0 0 0 0
278 Sun Oct 5 22:35:20 EDT 2014 short 31 Open:Active - 50 - 1 0 0 0 0
278 Sun Oct 5 22:35:20 EDT 2014 webannotblast 31 Open:Active - - 1 - 0 0 0 0
278 Sun Oct 5 22:35:20 EDT 2014 hour 30 Open:Active - 500 - - 5738 5435 303 0
278 Sun Oct 5 22:35:20 EDT 2014 week 30 Open:Active - 300 - - 32335 31348 980 7
278 Sun Oct 5 22:35:20 EDT 2014 broad 30 Open:Inact - 572 - 10 0 0 0 0
278 Sun Oct 5 22:35:20 EDT 2014 flower 30 Open:Active - 10 - - 1 0 1 0
278 Sun Oct 5 22:35:20 EDT 2014 forest 30 Open:Active - 100 - - 16 0 16 0
278 Sun Oct 5 22:35:20 EDT 2014 bhour 25 Open:Active - 200 - - 324 324 0 0
278 Sun Oct 5 22:35:20 EDT 2014 compbio-week 25 Open:Active - 1040 - - 2054 1564 490 0
278 Sun Oct 5 22:35:20 EDT 2014 bweek 20 Open:Active - 40 - - 102 101 1 0
278 Sun Oct 5 22:35:20 EDT 2014 preview 15 Open:Active - - - 10 0 0 0 0
278 Sun Oct 5 22:35:20 EDT 2014 interactive 10 Open:Active - 3 - - 93 0 93 0
278 Sun Oct 5 22:35:20 EDT 2014 forever 10 Open:Active - - - - 3 0 3 0
278 Sun Oct 5 22:35:20 EDT 2014 sas 10 Open:Active - 6 - - 0 0 0 0
278 Sun Oct 5 22:35:33 EDT 2014 QUEUE_NAME PRIO STATUS MAX JL/U JL/P JL/H NJOBS PEND RUN SUSP
278 Sun Oct 5 22:35:33 EDT 2014 admin 100 Open:Active - - - 1 0 0 0 0
278 Sun Oct 5 22:35:33 EDT 2014 overtime 50 Closed:Active - 0 - - 0 0 0 0
278 Sun Oct 5 22:35:33 EDT 2014 care 50 Open:Active - - - - 10 6 4 0
278 Sun Oct 5 22:35:33 EDT 2014 igsa 50 Open:Active - 3 - 3 0 0 0 0
278 Sun Oct 5 22:35:33 EDT 2014 priority 50 Open:Active - 10 - 1 1035 1010 25 0
278 Sun Oct 5 22:35:33 EDT 2014 gpu 50 Open:Active - - - - 0 0 0 0
278 Sun Oct 5 22:35:33 EDT 2014 genepattern 40 Open:Active - - - - 12 0 12 0
278 Sun Oct 5 22:35:33 EDT 2014 gsa 35 Open:Active - - - - 430 250 180 0
278 Sun Oct 5 22:35:33 EDT 2014 neurolab 35 Open:Active - - - - 0 0 0 0
278 Sun Oct 5 22:35:33 EDT 2014 regevlab 35 Open:Active - 80 - - 466 332 134 0
278 Sun Oct 5 22:35:33 EDT 2014 birdseed 35 Open:Active - - - 10 0 0 0 0
278 Sun Oct 5 22:35:33 EDT 2014 rnai 35 Open:Active - - - 10 0 0 0 0
278 Sun Oct 5 22:35:33 EDT 2014 iweek 31 Open:Active - 5 - 10 0 0 0 0
278 Sun Oct 5 22:35:33 EDT 2014 short 31 Open:Active - 50 - 1 0 0 0 0
278 Sun Oct 5 22:35:33 EDT 2014 webannotblast 31 Open:Active - - 1 - 0 0 0 0
278 Sun Oct 5 22:35:33 EDT 2014 hour 30 Open:Active - 500 - - 5737 5432 305 0
278 Sun Oct 5 22:35:33 EDT 2014 week 30 Open:Active - 300 - - 32333 31346 980 7
278 Sun Oct 5 22:35:33 EDT 2014 broad 30 Open:Inact - 572 - 10 0 0 0 0
278 Sun Oct 5 22:35:33 EDT 2014 flower 30 Open:Active - 10 - - 1 0 1 0
278 Sun Oct 5 22:35:33 EDT 2014 forest 30 Open:Active - 100 - - 16 0 16 0
278 Sun Oct 5 22:35:33 EDT 2014 bhour 25 Open:Active - 200 - - 324 324 0 0
278 Sun Oct 5 22:35:33 EDT 2014 compbio-week 25 Open:Active - 1040 - - 2053 1557 496 0
278 Sun Oct 5 22:35:33 EDT 2014 bweek 20 Open:Active - 40 - - 102 101 1 0
278 Sun Oct 5 22:35:33 EDT 2014 preview 15 Open:Active - - - 10 0 0 0 0
278 Sun Oct 5 22:35:33 EDT 2014 interactive 10 Open:Active - 3 - - 94 0 94 0
278 Sun Oct 5 22:35:33 EDT 2014 forever 10 Open:Active - - - - 3 0 3 0
278 Sun Oct 5 22:35:33 EDT 2014 sas 10 Open:Active - 6 - - 0 0 0 0
279 Mon Oct 6 09:20:08 EDT 2014 QUEUE_NAME PRIO STATUS MAX JL/U JL/P JL/H NJOBS PEND RUN SUSP
279 Mon Oct 6 09:20:08 EDT 2014 admin 100 Open:Active - - - 1 0 0 0 0
279 Mon Oct 6 09:20:08 EDT 2014 overtime 50 Closed:Active - 0 - - 0 0 0 0
279 Mon Oct 6 09:20:08 EDT 2014 care 50 Open:Active - - - - 10 6 4 0
279 Mon Oct 6 09:20:08 EDT 2014 igsa 50 Open:Active - 3 - 3 0 0 0 0
279 Mon Oct 6 09:20:08 EDT 2014 priority 50 Open:Active - 10 - 1 823 806 17 0
279 Mon Oct 6 09:20:09 EDT 2014 gpu 50 Open:Active - - - - 0 0 0 0
279 Mon Oct 6 09:20:09 EDT 2014 genepattern 40 Open:Active - - - - 10 0 10 0
279 Mon Oct 6 09:20:09 EDT 2014 gsa 35 Open:Active - - - - 296 114 182 0
279 Mon Oct 6 09:20:09 EDT 2014 neurolab 35 Open:Active - - - - 0 0 0 0
279 Mon Oct 6 09:20:09 EDT 2014 regevlab 35 Open:Active - 80 - - 435 322 113 0
279 Mon Oct 6 09:20:09 EDT 2014 birdseed 35 Open:Active - - - 10 0 0 0 0
279 Mon Oct 6 09:20:09 EDT 2014 rnai 35 Open:Active - - - 10 0 0 0 0
279 Mon Oct 6 09:20:09 EDT 2014 iweek 31 Open:Active - 5 - 10 0 0 0 0
279 Mon Oct 6 09:20:09 EDT 2014 short 31 Open:Active - 50 - 1 0 0 0 0
279 Mon Oct 6 09:20:09 EDT 2014 webannotblast 31 Open:Active - - 1 - 0 0 0 0
279 Mon Oct 6 09:20:09 EDT 2014 hour 30 Open:Active - 500 - - 5016 4475 541 0
279 Mon Oct 6 09:20:09 EDT 2014 week 30 Open:Active - 300 - - 31793 31158 628 7
279 Mon Oct 6 09:20:09 EDT 2014 broad 30 Open:Inact - 572 - 10 0 0 0 0
279 Mon Oct 6 09:20:09 EDT 2014 flower 30 Open:Active - 10 - - 0 0 0 0
279 Mon Oct 6 09:20:09 EDT 2014 forest 30 Open:Active - 100 - - 23 0 23 0
279 Mon Oct 6 09:20:09 EDT 2014 bhour 25 Open:Active - 200 - - 324 324 0 0
279 Mon Oct 6 09:20:09 EDT 2014 compbio-week 25 Open:Active - 1040 - - 270 0 270 0
279 Mon Oct 6 09:20:09 EDT 2014 bweek 20 Open:Active - 40 - - 124 123 1 0
279 Mon Oct 6 09:20:09 EDT 2014 preview 15 Open:Active - - - 10 0 0 0 0
279 Mon Oct 6 09:20:09 EDT 2014 interactive 10 Open:Active - 3 - - 81 0 81 0
279 Mon Oct 6 09:20:09 EDT 2014 forever 10 Open:Active - - - - 3 0 3 0
279 Mon Oct 6 09:20:09 EDT 2014 sas 10 Open:Active - 6 - - 0 0 0 0
279 Mon Oct 6 09:20:35 EDT 2014 QUEUE_NAME PRIO STATUS MAX JL/U JL/P JL/H NJOBS PEND RUN SUSP
279 Mon Oct 6 09:20:35 EDT 2014 admin 100 Open:Active - - - 1 0 0 0 0
279 Mon Oct 6 09:20:35 EDT 2014 overtime 50 Closed:Active - 0 - - 0 0 0 0
279 Mon Oct 6 09:20:35 EDT 2014 care 50 Open:Active - - - - 10 6 4 0
279 Mon Oct 6 09:20:35 EDT 2014 igsa 50 Open:Active - 3 - 3 0 0 0 0
279 Mon Oct 6 09:20:35 EDT 2014 priority 50 Open:Active - 10 - 1 823 805 18 0
279 Mon Oct 6 09:20:35 EDT 2014 gpu 50 Open:Active - - - - 0 0 0 0
279 Mon Oct 6 09:20:35 EDT 2014 genepattern 40 Open:Active - - - - 10 0 10 0
279 Mon Oct 6 09:20:35 EDT 2014 gsa 35 Open:Active - - - - 295 114 181 0
279 Mon Oct 6 09:20:35 EDT 2014 neurolab 35 Open:Active - - - - 0 0 0 0
279 Mon Oct 6 09:20:35 EDT 2014 regevlab 35 Open:Active - 80 - - 435 322 113 0
279 Mon Oct 6 09:20:35 EDT 2014 birdseed 35 Open:Active - - - 10 0 0 0 0
279 Mon Oct 6 09:20:35 EDT 2014 rnai 35 Open:Active - - - 10 0 0 0 0
279 Mon Oct 6 09:20:35 EDT 2014 iweek 31 Open:Active - 5 - 10 0 0 0 0
279 Mon Oct 6 09:20:35 EDT 2014 short 31 Open:Active - 50 - 1 0 0 0 0
279 Mon Oct 6 09:20:35 EDT 2014 webannotblast 31 Open:Active - - 1 - 0 0 0 0
